Destination country (down),Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe,Other North,Other South,World
Haiti,0,0,0,0,0,0,0,988,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335,0,0,0,0,707,739,1758,0,0,0,582,0,0,2555,0,0,0,0,0,0,5110,0,0,0,0,0,0,0,0,0,0,944,0,0,0,0,1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2605,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,0,0,0,3282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2752,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3412,608,0,0,5330,0,0,0,0,0,0,866,2032,40533
Honduras,0,0,3,0,0,0,0,192,0,0,6,13,0,0,0,0,1,0,25,368,0,0,0,148,0,0,239,0,0,0,0,0,0,0,352,90,0,0,0,312,601,876,0,0,0,869,0,0,618,0,0,0,13,0,0,136,465,1,8941,0,0,0,0,0,0,12,145,0,0,0,0,294,0,10,0,0,0,4653,0,0,1,43,0,0,0,0,13,0,8,0,0,0,90,262,27,140,40,0,0,0,62,68,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1582,0,0,0,0,0,3,0,0,0,0,91,0,2,7844,0,0,0,8,0,0,0,401,0,35,387,0,3,7,130,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,530,0,0,0,0,6,0,1,0,31,61,3,0,0,0,0,0,0,3,1,6,0,0,0,0,0,0,103,6866,66,0,0,103,0,0,155,0,0,0,76,158,38834
"Hong Kong SAR, China",0,0,0,0,0,0,0,0,0,0,9233,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14889,0,0,0,0,0,2343868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2228,0,0,0,0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18285,136697,0,0,705,0,0,652,0,14406,0,0,0,0,0,4907,0,0,0,0,0,0,0,0,0,0,0,0,72419,0,0,0,15511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9479,1035,0,2282,0,0,0,0,0,0,7672,0,0,0,0,0,119757,0,110,0,0,0,89,0,0,0,0,0,0,0,0,0,10033,0,0,0,0,0,0,0,407,794,0,0,0,0,0,0,0,0,737,0,0,0,19492,0,0,0,0,0,0,0,0,0,0,0,0,17942,13457,0,0,0,0,11100,0,0,0,0,0,4602,27810,2883051
Hungary,1418,271,789,0,1,83,1,392,190,0,997,9911,256,8,20,73,2,216,2145,3,9,1,1,52,276,6,774,2,1416,10,6,8,59,281,2543,0,6,2,0,149,18193,238,3,45,82,48,43,2109,582,0,293,1558,495,2,4,44,152,1496,18,4,35,163,140,0,4,833,4395,0,12,11,244,31702,141,1289,0,2,0,23,40,4,8,5,11,0,0,143,1466,250,2440,1060,1370,0,1733,5258,29,1696,507,595,112,1,0,1190,0,282,147,57,195,427,4,32,452,5,222,198,0,214,35,2,104,0,24,96,0,6,60,536,0,257,4,964,66,259,20,14,20,72,3537,0,191,25,9,1675,0,1307,27,442,0,34,4,17,204,322,3404,520,3,78,208362,4053,18,2,4,0,473,40,34005,6,37,91,0,21145,425,0,663,370,102,2214,77,3,2,0,5,202,14,1,1669,2923,1869,16,62,943,0,14,1,11,365,2330,25,0,0,43,50222,352,9387,8208,66,163,1,242,3486,0,114,329,20,38,13896,5988,496368
Iceland,21,58,47,0,2,34,2,51,10,1,130,134,14,7,1,3,1,45,133,0,2,3,0,17,161,0,156,0,291,1,0,35,1,7,285,0,0,0,0,73,609,189,0,0,5,9,2,180,60,0,5,318,3287,2,5,39,34,33,11,9,7,135,73,369,1,185,627,0,0,12,24,1703,70,54,81,0,0,39,19,1,21,12,34,20,259,0,314,136,76,48,110,0,37,308,20,97,14,24,93,0,0,39,0,3,4,2,805,35,0,2,5,1,1631,145,0,45,2,4,37,0,4,6,0,2,5,102,0,28,1,19,10,174,22,1,38,104,306,0,56,7,0,85,0,1056,5,47,0,5,1,3,77,1640,12025,636,0,3,522,0,1,0,1,0,8,24,309,0,15,16,0,263,38,1,6,86,0,631,168,0,0,0,1,1,0,0,1962,173,59,2,27,1232,0,6,1,6,30,78,1,0,0,42,303,6,1424,2095,9,12,0,39,651,0,7,0,8,12,0,0,41050
India,8005,0,0,0,0,0,0,0,0,0,656,0,0,0,0,3139311,0,0,0,0,0,0,6580,0,0,0,0,25134,0,0,0,0,0,0,1625,0,0,0,0,0,7035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,1130,0,0,0,0,2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,1688,493,0,0,0,0,0,708,0,2181,2356,0,0,0,0,6019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12317,197,0,0,0,0,293,0,0,0,0,0,0,0,0,50081,0,537517,0,0,0,0,0,639,0,0,0,1095149,0,0,0,0,0,0,0,154,0,0,0,1334,0,0,0,0,4431,0,0,0,0,4186,0,0,0,0,0,0,0,0,153643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,704,0,11866,4817,2694,0,0,0,0,560,0,0,0,673,0,16857,84308,5188550
Indonesia,0,0,0,0,0,0,0,0,0,0,11094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2193,0,0,0,0,0,73971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12252,0,0,0,0,0,0,0,0,19345,12252,0,0,0,0,32677,0,0,0,0,0,0,0,0,2315,0,0,0,0,0,0,0,2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7110,0,0,0,0,0,0,0,0,8412,0,0,0,0,0,4117,0,0,0,0,0,0,0,0,0,0,2315,0,0,0,0,23045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2315,0,0,23045,23045,0,0,0,0,0,0,0,0,0,0,0,32026,12355,0,0,0,0,0,0,0,0,0,0,33455,6276,345930
"Iran, Islamic Rep.",2324884,0,0,0,0,0,0,0,2469,0,0,0,11960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2438,4881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49463,190411,2699465
Iraq,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14651,0,0,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,15611,0,0,0,0,0,0,0,10542,0,0,0,0,0,0,407,0,0,0,1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,597,0,0,0,0,0,0,0,0,0,0,0,0,0,695,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,687,0,0,0,0,0,0,0,0,0,422,0,375,0,0,0,0,0,0,3867,0,0,0,0,257096,0,0,0,0,0,0,0,318,17865,0,0,0,0,0,293,0,0,0,0,0,0,0,0,14954,2041,0,0,653,25740,370223
Ireland,496,774,1269,0,4,1032,6,715,142,12,7099,843,158,48,190,3475,37,1239,1761,10,61,121,33,102,1139,251,11068,26,2122,17,127,18,42,937,5724,71,11,25,0,301,13640,0,2,572,2709,27,325,926,188,8,309,6539,1053,3,5,38,102,1328,54,1,167,2951,537,9,42,1038,11988,1,11,80,660,15452,1294,684,3,25,0,261,176,8,62,14,31,2029,8825,63,21255,277,933,1620,0,0,441,8507,242,989,294,596,990,1,347,537,0,523,87,57,23796,269,71,253,729,9,41483,167,0,704,30,293,4501,8,42,400,1,37,3474,838,1,4072,14,586,27,676,98,243,68,509,5355,8,2442,34,138,23546,0,519,159,9914,0,33,25,53,321,16467,137131,2673,0,75,21422,7065,163,30,1,0,1861,45,720,30,413,452,2,12731,225,3,1391,9661,815,8336,579,2,14,0,14,672,42,49,2008,1049,288,46,272,1804,5,315,13,230,241,1191,14,2,0,436,4908,462,281100,33006,134,232,1,453,1657,0,140,63,661,3331,71,20,836625
Isle of Man,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39614,279,0,0,0,0,0,0,0,0,0,0,1442,749,45872
Israel,2584,0,44553,0,0,0,0,35620,0,0,3870,3880,13764,0,0,0,0,23524,7240,0,0,0,0,0,0,0,9500,0,12540,0,0,0,0,0,9630,0,0,0,0,3380,1130,3090,0,0,0,0,0,0,1110,0,1500,0,1220,0,0,0,0,15520,0,0,0,0,85670,0,0,314,57000,0,0,0,9479,18650,0,2110,0,0,0,0,0,0,0,0,0,0,9480,0,17990,0,45170,52960,0,0,0,5820,0,0,0,13870,0,0,0,0,0,0,2563,0,4000,2270,0,0,13410,0,3937,0,0,0,0,0,0,0,0,0,0,0,0,3130,0,11102,0,0,0,140940,0,0,0,0,5030,0,0,0,0,0,0,0,0,0,0,0,0,0,2730,2780,57824,0,0,0,77770,116632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11926,0,2140,0,0,0,0,0,2183,0,0,1590,4180,7110,1919,0,0,0,0,0,0,28320,22060,2341,0,0,0,137472,0,23990,92630,6060,22705,0,1680,0,0,0,21640,0,0,591450,24829,1962511
Italy,8884,449663,22039,0,53,1820,19,69275,1473,0,19350,15557,755,133,58,111309,48,30691,45447,22,2619,0,38,15248,12025,43,104779,30,59144,11914,1046,6067,1324,12096,24818,0,271,509,0,12192,212173,38919,24,6193,3176,1507,26342,23768,35020,0,567,10130,3097,88,339,43334,82835,112826,13416,135,12501,1467,28737,0,39,2699,128402,0,415,8199,14010,211621,47287,16382,0,13,0,2166,4707,1161,73,732,2636,0,12870,189,149478,3306,15730,3940,3534,0,3829,0,361,8297,2931,4276,3852,4,179,3900,44706,575,1538,253,3376,7124,24,1647,34622,121,5830,4651,0,71239,2425,172,627,30,10200,1854,1,760,8893,8862,15,176241,1594,288,2417,428882,862,448,98,2014,12685,0,871,1227,1017,65129,0,1694,396,97845,5,1010,38,2697,112888,145484,114429,6305,0,102,1024132,78380,786,58,1926,72,1047,93567,44266,929,1418,577,0,10806,4578,4,11663,5568,1378,31953,88656,6,21,0,46,2748,49,39,6011,192793,6232,211,1655,10117,109,5261,20,160,104396,19842,243,0,3,1009,231632,413,62538,51925,7159,2547,19,49158,5498,0,397,285,862,861,147,2,5906960
Jamaica,0,0,0,0,0,0,230,0,0,0,0,0,0,997,0,0,804,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,0,0,0,0,0,0,0,0,0,0,150,0,0,2697,0,0,0,0,0,207,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,455,0,0,0,0,242,0,0,0,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,494,0,338,0,0,0,0,0,0,0,0,0,0,0,0,3464,0,0,0,0,0,0,0,0,7139,9331,0,0,0,0,0,0,0,0,0,0,338,3382,34907
Japan,0,0,0,0,0,0,0,4515,0,0,13365,644,0,0,0,13243,0,0,808,0,0,0,0,0,0,0,206976,0,0,0,0,0,3518,0,13902,0,0,0,0,0,741022,0,0,0,0,0,0,0,0,0,0,0,647,0,0,0,0,1850,0,0,0,0,0,0,0,705,10135,0,0,0,0,6669,2165,0,0,0,0,0,0,0,0,0,0,0,0,0,25716,31068,6077,0,1288,0,0,3332,0,0,0,0,0,0,0,593449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9237,0,0,0,0,0,0,2231,0,0,0,0,0,0,0,99,0,0,1405,0,4398,0,0,2871,0,474,0,12695,0,0,0,0,68642,238797,1240,485,0,0,0,8573,0,0,0,0,0,0,0,0,0,2796,0,0,0,0,0,0,0,2348,10494,0,0,0,0,0,0,0,1970,1187,0,0,0,47047,0,0,0,0,0,0,0,0,0,0,0,0,20812,59991,0,0,0,0,82482,0,0,0,0,0,12632,83707,2357707
Jordan,62,9,346,0,0,0,0,12,25,0,251,117,11,0,428,11715,0,2,72,0,2,0,2,4,60,0,105,24,49,2,0,0,0,0,328,0,0,25,0,8,20936,24,12,6,5,1,2,25,8,0,131,23,49,7,1,3,0,132703,2,0,74,6,76,0,0,9,397,0,3,1,2,721,27,61,0,2,2,4,5,1,0,2,5,38,591,3,5956,19060,94,227215,51,0,1582,310,1,103,0,19,5,0,84,94,0,757,8,9,1,1852,0,3,21680,1,4,3,2,88,1,5,284,0,14,7,0,69,1,9,0,36,0,6,15,602,2,23,2,182,200,0,63,2,9,25,0,43,641,3280,0,4,2,0,2,3873,82,9,1,224,272,600,0,0,1,0,5074,11,58,1,2,6,0,22,6,0,75,58,278,306,12582,0,0,0,0,2265,0,3,90,200,724847,9,1,103,2,1,0,0,260,1033,2,0,0,3,398,210,814,2638,0,9,0,31,12,0,2046650,29763,2,1,705,2171,3289902
Kazakhstan,0,0,0,0,0,0,0,0,9371,0,0,0,49997,0,0,0,0,70858,0,0,0,0,0,0,0,0,0,0,4369,0,0,0,0,0,0,0,0,0,0,0,5142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2643,0,0,0,0,0,0,0,0,3356,223789,0,8041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63135,32711,0,0,6901,0,2643,0,0,0,0,0,4495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29952,0,0,0,0,2411227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37614,0,0,0,0,0,0,0,85383,2493,0,0,0,346445,0,0,0,0,304063,0,0,0,0,0,0,0,0,0,0,3716976
Kenya,241,68,162,0,25,3049,29,119,11,0,329,145,11,11,201,136,8,11,339,6,1254,0,75,16,34,891,71,10,51,875,4321,1351,25,5307,870,0,834,1654,0,10,1487,45,2397,11231,3913,11,755,43,13,0,11,84,1378,799,6,53,11,3134,12,1297,2456,21,36692,0,7,146,715,21,974,30,72,1555,339,87,0,5,0,11,120,789,13,7,4,0,174,35,23151,99,196,62,245,0,204,1493,20,453,37,130,0,8,191,267,0,51,50,13,39,110,125,63,45,69,2,10,0,11,108,347,47,19,48,383,1,61,61,77,8,11,9,34,1,36,1324,69,67,52,656,0,65,2,57,976,0,160,297,1142,1,6,0,9,17,234,85,111,0,17,30,57,6296,6,0,18,906,103,32,487,157,33,0,14,9,2,485864,763,91862,139,234,1,0,0,1,29066,7,84,317,441,660,17,39721,38,36,236,5,9,853,137,14,0,1,332008,100,320,7526,3184,13,22,27,22,21,0,0,2043,688,1253,61391,114341,1308860
Kiribati,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046,0,0,0,22,172,0,0,0,0,0,0,0,0,0,0,454,1887,4283
"Korea, Dem. Rep.",0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,2807,0,0,0,0,0,0,0,334,0,0,0,0,0,28877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,366,1428,0,0,0,0,0,0,0,212,0,0,0,0,0,5411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,527,2954,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,307,1038,0,0,0,0,758,0,0,0,0,0,697,1465,48939
"Korea, Rep.",0,0,0,0,0,0,0,0,0,0,5381,0,0,0,0,11615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14550,0,18648,0,0,0,0,0,656846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2505,0,0,0,0,1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5924,34215,0,0,0,0,0,0,0,24244,0,1536,0,0,0,0,0,0,2042,0,0,0,0,0,0,0,0,0,0,0,0,0,1387,0,0,0,0,0,0,0,0,0,0,27145,0,0,0,4748,0,11479,0,0,2387,0,0,1600,0,0,0,10382,0,0,0,0,0,49273,0,0,0,0,0,4816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2075,0,0,21653,0,0,0,0,0,0,0,0,0,0,0,0,34372,0,0,0,0,0,0,0,0,0,0,0,0,5149,71817,0,25887,0,0,122449,0,0,0,0,0,14387,43163,1233607
Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,2908,0,0,0,0,0,0,0,0,0,0,0,0,0,1413,381669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422823,0,0,5149,0,3917,0,0,0,5241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157072,108415,46419,0,0,0,0,0,0,0,54923,0,0,0,0,0,0,0,0,0,0,12567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3045,0,0,0,56135,1067,0,0,0,0,4839,0,0,0,340481,0,0,0,0,0,197751,0,0,0,678,0,0,0,0,0,0,2263,0,0,0,0,0,0,0,0,0,3452,0,4888,0,39837,0,0,0,0,49611,0,0,0,0,142000,0,0,4092,0,0,0,0,1944,13400,0,0,0,0,0,26875,10237,5190,0,0,0,0,0,0,15532,70975,0,0,25477,99318,3323025
Kyrgyz Republic,0,0,0,0,0,0,0,0,2644,0,0,0,5195,0,0,0,0,11045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,0,0,0,130,0,0,0,0,3631,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14369,0,0,1974,261,0,0,0,0,1003,0,0,0,0,0,2943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3568,0,0,0,535,124085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449,0,0,0,0,0,0,0,1168,1112,0,0,0,29726,0,0,0,0,10198,0,0,121,0,0,0,0,0,2503,2384,226960
Lao PDR,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3568,0,0,0,0,0,0,0,13951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19716,0,0,0,0,0,1208,3284,45489
Latvia,31,4,17,0,0,0,0,19,707,0,134,91,1925,0,0,5,0,47198,108,0,0,0,0,0,4,0,30,0,135,0,0,0,0,0,133,0,0,0,0,3,237,7,0,0,0,0,0,5,55,0,48,135,207,0,0,0,0,40,0,0,0,3019,0,0,0,136,197,0,0,0,1321,2100,0,45,0,0,0,0,0,0,0,0,0,0,191,31,170,1,30,8,822,0,82,242,0,13,4,5885,1,0,13,31,0,1,987,0,0,32,0,0,4,0,16095,7,0,0,0,0,2,0,0,5,0,0,0,35,0,1699,0,134,0,16,0,0,0,13,137,0,10,0,0,15,0,311,0,29,0,0,0,0,5,3,806,37,0,0,70,131804,0,0,0,0,0,0,11,0,0,3,0,24,7,0,3,9,0,158,28,0,0,0,0,0,0,0,229,73,18,676,0,20,0,0,0,0,0,90,719,0,0,0,33966,6,2550,453,0,2145,0,32,7,0,0,0,0,2,33,151,259290
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,3747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102507,0,0,0,0,0,0,0,0,127,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,189,0,1905,3358,0,148470,0,0,506,0,0,0,593,0,0,0,0,0,0,242,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,205,1049,0,0,0,0,0,1239,0,0,0,0,0,193,0,0,0,0,1623,0,0,0,0,0,0,0,0,0,0,0,89,0,4025,0,0,0,0,725,0,0,0,0,1209286,0,0,0,0,0,0,0,0,330,0,0,0,0,127,0,261,844,0,0,0,0,0,0,506966,767,0,0,489,1497,1995221
